,percents,count_won,starting_player
147,"[0.4500139344025985, 0.539367479374974, 0.4477466581795035, 0.5841297020723635, 0.41529212221081463, 0.7016239405168757, 0.5002097225387326, 0.4940758977841922]",4,Republican
148,"[0.6732907748709103, 0.46921230988747287, 0.51274308456326, 0.4251760117082008, 0.6094973020611626, 0.4798908537611934, 0.5106140912621094, 0.4707652827312728]",4,Democrat
149,"[0.4446410421780928, 0.5325822668967518, 0.46099169469943174, 0.5445317606468231, 0.45347005066298207, 0.6010359855195818, 0.4758253125843303, 0.6502224324504714]",4,Republican
150,"[0.45405156213483755, 0.708375474427153, 0.46079199682659466, 0.7563385065193957, 0.46719179534113736, 0.3662055073430337, 0.4805441878042242, 0.4973794790522723]",2,Republican
151,"[0.4536348570376344, 0.5143109858970369, 0.44995119441769665, 0.5716010983126545, 0.44007615482249773, 0.6619619549720976, 0.40268454300618106, 0.6685813151198048]",4,Republican
152,"[0.6996944093941416, 0.4559832953436419, 0.5323226261476404, 0.4511680252298536, 0.6596887002785167, 0.44903829613725704, 0.4206648185578494, 0.4788831371927984]",3,Democrat
153,"[0.5790152306340023, 0.44892875728229276, 0.6626602517767202, 0.4657729624631443, 0.7278306061279267, 0.4348139643937066, 0.39820875543102174, 0.4733185669122625]",3,Democrat
154,"[0.5578015796352065, 0.45322187987371143, 0.5699566329228912, 0.45405412373625875, 0.6475637392956088, 0.4619059349907453, 0.6502565762540818, 0.37482738780207137]",4,Democrat
155,"[0.4547717187031159, 0.6209115044848682, 0.4530369626460768, 0.5100583708032151, 0.4512933009458891, 0.5576773889060956, 0.6165560524323301, 0.5004323938545421]",5,Republican
156,"[0.4503091330047987, 0.7081392551772399, 0.4430239399013441, 0.7000204279841881, 0.46175922645989953, 0.43746184447025216, 0.4531296948619431, 0.5098635330534845]",3,Republican
157,"[0.5619362082746546, 0.45183174154755273, 0.5491820267189382, 0.45692984933937203, 0.6148076828929976, 0.47340345724729055, 0.651905276374573, 0.414653446387186]",4,Democrat
158,"[0.6592029724406699, 0.4474376711659613, 0.7023362603721904, 0.4416572734772013, 0.448492549382003, 0.4769425405163026, 0.4769854108398216, 0.4944808039507222]",2,Democrat
159,"[0.518674700801748, 0.4530408709734315, 0.7075178902983585, 0.44120980106467067, 0.7144646123540171, 0.4796679091833277, 0.37060007676652756, 0.491121308858739]",3,Democrat
160,"[0.4502170845371465, 0.5569089390142021, 0.46201820017645956, 0.6805972055622196, 0.4550510716513867, 0.6713369745903586, 0.41025872902523675, 0.4903215331804747]",3,Republican
161,"[0.44644487141024247, 0.7157185034318638, 0.4436627884503885, 0.5674888631397961, 0.44902597402597405, 0.5110209234029472, 0.39957395105170973, 0.6019252477110247]",4,Republican
162,"[0.4452510282897422, 0.6715178845956749, 0.4532625947163629, 0.7067799212821155, 0.4556933975836671, 0.44213949137604636, 0.47380804505916646, 0.4998715643462625]",2,Republican
163,"[0.6414963958117754, 0.46490345104385, 0.5464938740550404, 0.44524823241566647, 0.6942142000218127, 0.4782115324219745, 0.38577993557153545, 0.5038838920686836]",4,Democrat
164,"[0.5756715999785422, 0.43727326224303054, 0.6172462473709989, 0.41815430299138096, 0.572097682385239, 0.441290627857458, 0.5901447056121277, 0.5018072368768832]",5,Democrat
165,"[0.4419821531465591, 0.6922633889125388, 0.44766320903867657, 0.689445316717222, 0.4557408954574118, 0.5368446869826476, 0.40018245591959356, 0.4974651292784068]",3,Republican
166,"[0.45933683041696977, 0.5133134116829116, 0.45403232805705446, 0.530551814225477, 0.4295190503964563, 0.5714495849375167, 0.4776200460139358, 0.7070058633349773]",4,Republican
167,"[0.5251629528573594, 0.4508807286171396, 0.6847062265606298, 0.4422021264760573, 0.6841117379738018, 0.4475009535877527, 0.44306895517203265, 0.48522738666244053]",3,Democrat
168,"[0.5581563423161356, 0.45183570077275786, 0.6481322225986443, 0.4615031369037983, 0.7141772798598693, 0.4489637111391677, 0.43162807542232295, 0.47088807684677364]",3,Democrat
169,"[0.4499140764735327, 0.5980055106769365, 0.45683551877150125, 0.5120925448479804, 0.4619795813470667, 0.5877563575084719, 0.46205790547349274, 0.634162608290897]",4,Republican
170,"[0.4452916721042525, 0.5868200836820083, 0.457896169374437, 0.6062918712893058, 0.43920816842131993, 0.7553631351869607, 0.40473194131730716, 0.5092016238159676]",4,Republican
171,"[0.4477787388826047, 0.5719083949434849, 0.45066502864449487, 0.5325828325292253, 0.45170595452528256, 0.5368367419331953, 0.6520311801519892, 0.5081797897321472]",5,Republican
172,"[0.5121516940740665, 0.44522098317049463, 0.5985044362990648, 0.45648087597420856, 0.6997541859732539, 0.4040663990730249, 0.5036177765062425, 0.5094723745970706]",5,Democrat
173,"[0.4455876583520002, 0.5586877590919503, 0.4457257353530496, 0.545735595710598, 0.47693469788832665, 0.6235674300671148, 0.46499117827554465, 0.5876598455538464]",4,Republican
174,"[0.5171034514336549, 0.4518920541938481, 0.6505511341873431, 0.4444430010165341, 0.7311680048254632, 0.45819288287134374, 0.46660828916176117, 0.4696647290057219]",3,Democrat
175,"[0.45173601414874803, 0.5581720469152838, 0.4470982185937892, 0.6271368934056177, 0.4664554632874126, 0.70914335113905, 0.3893074980603204, 0.4947556634569643]",3,Republican
176,"[0.4425585446737602, 0.5464826812544116, 0.4695949373509867, 0.5382953440639516, 0.44375019995521003, 0.5874431295156985, 0.43121658185123873, 0.6889452417444615]",4,Republican
177,"[0.540287334006368, 0.45694117497157016, 0.5506354026090868, 0.43655040065069994, 0.6335146886609029, 0.3897335267184256, 0.6621125010355398, 0.5066139536143192]",5,Democrat
178,"[0.536320504256376, 0.44429989352854177, 0.5105535987239982, 0.45118389122266783, 0.6793542472671673, 0.41362175414467883, 0.6933618636458944, 0.42139823306849483]",4,Democrat
179,"[0.4660532944282517, 0.5159194282001299, 0.42843827537380325, 0.6891403823934198, 0.4727088400978089, 0.7518521807994908, 0.4847428786465747, 0.3781444406820452]",3,Republican
180,"[0.46515348907805365, 0.5587088944383504, 0.4255527198412, 0.5149225469671677, 0.48321043713098044, 0.634379742131288, 0.43123030063069157, 0.6524547141068762]",4,Republican
181,"[0.5573001940179015, 0.45047024272989555, 0.5455473587142669, 0.44759845237940155, 0.6050982395000901, 0.4285106473503946, 0.6278566343187372, 0.5040701193362226]",5,Democrat
182,"[0.43324843381588, 0.6524203471476817, 0.4643609892979156, 0.6020736721838322, 0.4755899849643721, 0.5562636477951575, 0.3675882118543712, 0.6301683295982236]",4,Republican
183,"[0.45116222657107924, 0.572330822865287, 0.4531362167982771, 0.5424959033410354, 0.4840285981928157, 0.5778880755993261, 0.40983563073059887, 0.6691833154111722]",4,Republican
184,"[0.6858680486346422, 0.44727018422304754, 0.5449202243450201, 0.45738004056276477, 0.7312968339134532, 0.42949052506781615, 0.4042509994536221, 0.489202858895909]",3,Democrat
185,"[0.4445946120717528, 0.7070534959643774, 0.45241715604026844, 0.6832344427322609, 0.45126828590783985, 0.5168469148502682, 0.4454076301024099, 0.4583190568647606]",3,Republican
186,"[0.5536264621107124, 0.4591917249398633, 0.5389967010721516, 0.4568275826714385, 0.641555670503039, 0.37472401156306195, 0.6484957285055936, 0.5027053389938692]",5,Democrat
187,"[0.45119096482901927, 0.5444939002492137, 0.45390648972077324, 0.5565233386985514, 0.48910991222914335, 0.7598830210695006, 0.46894301511429354, 0.4735627960765063]",3,Republican
188,"[0.4424575795953601, 0.6966717195717331, 0.46036128085722333, 0.5355427627272965, 0.4056925151458453, 0.5696415273517295, 0.5196385397554828, 0.5027622852471553]",5,Republican
189,"[0.5902018173265737, 0.4586412904603103, 0.6033328603246485, 0.4407532162789276, 0.6868149607376399, 0.47450622358105277, 0.42709601388277346, 0.4720246547255952]",3,Democrat
190,"[0.45228899611907347, 0.5147198772064466, 0.44792078324388407, 0.7035803723979693, 0.4354884516567926, 0.7114656698942989, 0.42547726560222643, 0.482664678198474]",3,Republican
191,"[0.6938578354484529, 0.4428990640343699, 0.5158653223834659, 0.4420721025003235, 0.6469126362072262, 0.43762788076305764, 0.48512997080306386, 0.5087163712972249]",4,Democrat
192,"[0.7109426439052022, 0.44372681049883195, 0.6977045087423687, 0.4434844871746344, 0.4344010375600604, 0.46147924510145905, 0.47147231796225353, 0.5017619110465884]",3,Democrat
193,"[0.4568155886587486, 0.5220467951372155, 0.44626107247578256, 0.6547448175251183, 0.42269189444167826, 0.6778550893246674, 0.4770748157211495, 0.4996586305287362]",3,Republican
194,"[0.45121510421924305, 0.6474070247568366, 0.45280244401767095, 0.5335291174344869, 0.4730266581760468, 0.6914569664756526, 0.4088998756333205, 0.5016059297717447]",4,Republican
195,"[0.5997767076389307, 0.4424724182827383, 0.5468796865913751, 0.4400394240549915, 0.7084208731616636, 0.47517721438150584, 0.510648753848457, 0.4241281518763906]",4,Democrat
196,"[0.45579577750710515, 0.6989650960285797, 0.46069553306445477, 0.7020978867280366, 0.44696104454898933, 0.4410553892215569, 0.47808007869262925, 0.4841369540813599]",2,Republican
197,"[0.4569415381435842, 0.6001512155403047, 0.44208244256421064, 0.6058637971449234, 0.4478677744032529, 0.7132609334576686, 0.4395279627556132, 0.4757446539688556]",3,Republican
198,"[0.5804189517216578, 0.46510426078989003, 0.6458691686213187, 0.44951946863249553, 0.7136848413953455, 0.4368674768537129, 0.41681672842285095, 0.4797772899833868]",3,Democrat
199,"[0.4480595819856002, 0.6769677052461204, 0.45229313816357186, 0.5152131678182611, 0.4520114124527716, 0.669418437098503, 0.4583642673388698, 0.49053015346547685]",3,Republican
200,"[0.5864075257106519, 0.43058315203334907, 0.6282962161890271, 0.4566187011311863, 0.6952031551439427, 0.475444000012688, 0.3900174114915844, 0.48442781628333853]",3,Democrat
201,"[0.5367342968490151, 0.44719873133308546, 0.5917209994032175, 0.45491356536459, 0.5380785361311066, 0.4239897581655843, 0.6690580081767835, 0.4967921650267429]",4,Democrat
202,"[0.4509650409039338, 0.5319902119139964, 0.44639344314903423, 0.5498850177228322, 0.4579847549246549, 0.534715264759212, 0.47059003073617256, 0.6952733721456792]",4,Republican
203,"[0.4462798051021778, 0.5395100919481305, 0.4465187047868948, 0.6503610431127952, 0.4701708663750394, 0.719066863926677, 0.421240048395047, 0.4922768595858577]",3,Republican
204,"[0.4596611460118028, 0.515968484534077, 0.4579543765069392, 0.6805940074802986, 0.4435896040887256, 0.7142770363223813, 0.4068221148151465, 0.4965279925513802]",3,Republican
205,"[0.45340503563696755, 0.5510760471736478, 0.4522486637170405, 0.6296361605830835, 0.45144611814851476, 0.6784743560260775, 0.461242874190087, 0.47833494014862543]",3,Republican
206,"[0.5113962296528731, 0.44269262857781017, 0.6798248062707966, 0.46687488622972495, 0.6342672598904024, 0.4531382707660948, 0.47566158479816806, 0.4908629832199488]",3,Democrat
207,"[0.46022115542945446, 0.5247067306729337, 0.4410135972759655, 0.5166323118195151, 0.42823984400178394, 0.704608522628634, 0.3872164423305852, 0.7089939469012527]",4,Republican
208,"[0.5547862223496001, 0.4704917237027329, 0.6825804706518799, 0.44761449175948154, 0.6879449266425279, 0.4458114680139287, 0.3740376423205019, 0.49714307988656775]",3,Democrat
209,"[0.5113572915914002, 0.448865362366613, 0.6956774930778359, 0.459705746443009, 0.6958621840030947, 0.4825123240752475, 0.3852126067534572, 0.4943210916988104]",3,Democrat
210,"[0.5555798372846644, 0.4462289876966803, 0.5583301006742403, 0.47423110866491425, 0.699830603865337, 0.435079733455196, 0.48164071649592566, 0.5020554421937988]",4,Democrat
211,"[0.4331743268744252, 0.6908112126886221, 0.4424947289668775, 0.7414039059271637, 0.4640049164016622, 0.5159737462202041, 0.3963496637848223, 0.5011074735194871]",4,Republican
212,"[0.44384390150242403, 0.6929159266239137, 0.4470578067511174, 0.6810509072757823, 0.46048889923873937, 0.421818417349216, 0.5095347714577512, 0.5046289094176875]",4,Republican
213,"[0.6567935860388691, 0.4630858732476467, 0.5806007235831747, 0.45019205063241735, 0.6051978219225606, 0.46608662378029464, 0.46639894831160844, 0.485600840671473]",3,Democrat
214,"[0.4580452985321886, 0.5293054223964395, 0.4573576495699667, 0.5237508463100881, 0.4300450361487132, 0.6975423181980789, 0.36750627278650344, 0.7064026011766705]",4,Republican
215,"[0.4651041583398616, 0.5298064804438067, 0.46493394146565054, 0.5125964163992586, 0.45018170805572383, 0.6498937917014178, 0.38284970729661566, 0.7006758975481612]",4,Republican
216,"[0.5163401030814129, 0.4463313360157212, 0.6841350950593398, 0.4630004603414253, 0.7160122611971108, 0.4424672550983765, 0.4066909836647837, 0.49637413681590414]",3,Democrat
217,"[0.6741446581295198, 0.45284153617300343, 0.702960944983577, 0.4761139842239983, 0.39533740939889056, 0.44049054522681175, 0.5205877306546458, 0.4879867980340551]",3,Democrat
218,"[0.4556241466182042, 0.666807634836054, 0.4399659262592819, 0.6879574718909899, 0.4455429889504818, 0.4704566052329375, 0.49994462179946575, 0.4950978299070148]",2,Republican
219,"[0.5114640585387583, 0.43959185732027917, 0.550798901455659, 0.4277373056103179, 0.6240987584848592, 0.4749651556167858, 0.6488233184351376, 0.49394219043538445]",4,Democrat
220,"[0.5107597957025305, 0.43590280147574867, 0.700520096092404, 0.44702981714705226, 0.7307092193505443, 0.46763732539439934, 0.3698743447978746, 0.5087452933317138]",4,Democrat
221,"[0.448137798458297, 0.5359008930072205, 0.4566763659877142, 0.5342322041578983, 0.3644208880207507, 0.6432294573297319, 0.6893247730507054, 0.4989022018693934]",4,Republican
222,"[0.5137852398003959, 0.45332146219919167, 0.5177134052997008, 0.45545607288684997, 0.6477991203588542, 0.48200498293603933, 0.7618872539824271, 0.37272243501976154]",4,Democrat
223,"[0.5805819134993447, 0.45847149053589265, 0.5728112130082932, 0.44347451441873326, 0.5155488871545065, 0.43417426535289166, 0.7133195133136134, 0.42273385479104103]",4,Democrat
224,"[0.5312796876076995, 0.4632869624145389, 0.530823604443106, 0.44620802253737557, 0.632631818918092, 0.48852058720795477, 0.6724137363198335, 0.41473743168471433]",4,Democrat
225,"[0.6950310447223972, 0.4547951910428584, 0.5555064580836515, 0.45325703145677193, 0.6030743388308114, 0.4457565369192041, 0.4636047372546104, 0.5065995854805814]",4,Democrat
226,"[0.5537322261902153, 0.46099706929893464, 0.6797250976604238, 0.43152842547829584, 0.6859782731217945, 0.46076271792172685, 0.422275549461014, 0.4776882726383445]",3,Democrat
227,"[0.5772604024159211, 0.454830099910817, 0.6225293109211741, 0.45293667436173457, 0.7287962387745874, 0.43367440794453543, 0.4414831137978156, 0.4746569221931448]",3,Democrat
228,"[0.689472887658912, 0.44721505988280963, 0.7005292028127492, 0.45830611116695147, 0.42205101095142994, 0.45203754774833416, 0.4904825232395751, 0.49933956816386676]",2,Democrat
229,"[0.5624157882222398, 0.44925761809756115, 0.637710158366072, 0.4646862954050285, 0.746496669388298, 0.4353028050577569, 0.41042920853759357, 0.48113583581769964]",3,Democrat
230,"[0.45596859462218214, 0.5315100075300505, 0.45088640190155493, 0.5314959503162474, 0.45957185102098047, 0.7137231658601539, 0.4999581769949573, 0.49021343305517906]",3,Republican
231,"[0.6719658714345453, 0.4534661049406358, 0.6913494408714294, 0.46197827511820144, 0.4446928949214658, 0.4735693092395781, 0.47677052188530583, 0.48711089734509194]",2,Democrat
232,"[0.5350200884007976, 0.4436384445943483, 0.6645934539998124, 0.46454113838512, 0.5384087415775957, 0.43770586013825263, 0.6857903984583121, 0.40687101612298465]",4,Democrat
233,"[0.4387254748861585, 0.6890253537120009, 0.4294504777383767, 0.6711534640819686, 0.4744531865612837, 0.47686152390713077, 0.48158607208389254, 0.49500274209363004]",2,Republican
234,"[0.6735103809148709, 0.45430006236682086, 0.5365197888553469, 0.4460186643691565, 0.6691920841225263, 0.43991477753796987, 0.4626247954433013, 0.4870193322187414]",3,Democrat
235,"[0.5347576875844853, 0.447619708360664, 0.5814283467474477, 0.4567791920309906, 0.7016055708280295, 0.441387396633819, 0.4728920176118194, 0.49882933122885836]",3,Democrat
236,"[0.5467209295100811, 0.4361320760756147, 0.5434136490073795, 0.4677704970433115, 0.571657917019475, 0.4438036946715759, 0.6612673378902136, 0.4753109749083918]",4,Democrat
237,"[0.5798332008362042, 0.44735078413725754, 0.5555420883582813, 0.4600311199382661, 0.513997057805469, 0.47777650301677094, 0.6315605221189271, 0.4978678425737832]",4,Democrat
238,"[0.4526453153327639, 0.6897950540142131, 0.4472382273495191, 0.5368213485816825, 0.39809122711680195, 0.6932184589097724, 0.45082216122117025, 0.4947487045262267]",3,Republican
239,"[0.5323391902925768, 0.44671319085301264, 0.5890736839898975, 0.4605372435753025, 0.5199538141699545, 0.4638226269424923, 0.6399657289062591, 0.509127335258861]",5,Democrat
240,"[0.5168181920725518, 0.4536604398427909, 0.5133655632630232, 0.4615309117273651, 0.673125600316402, 0.434916445360369, 0.7615897914038647, 0.38177155860476175]",4,Democrat
241,"[0.4511136929460581, 0.5747631818234137, 0.4739401742633327, 0.5951564606157103, 0.3738089962331044, 0.5152757889541548, 0.7105168191325735, 0.4902774646142902]",4,Republican
242,"[0.5457299019906907, 0.4687722951736372, 0.6695866037557169, 0.4391578121382078, 0.6287610214383352, 0.4032203533091032, 0.4925959418979257, 0.5008567325310751]",4,Democrat
