,percents,count_won
5172,"[0.47155564315232035, 0.7164332840560665, 0.6918017517484802, 0.38104567339275963, 0.47265937309944717, 0.4405893775849894, 0.45922929325231854, 0.529711889642949]",3
5173,"[0.47155564315232035, 0.7164332840560665, 0.3781917475018564, 0.4753588524851191, 0.44732562543162024, 0.5112598460732003, 0.6909166352524483, 0.4729752595511186]",3
5174,"[0.46460715544024855, 0.6533013494012506, 0.44179506800311125, 0.6790860047953112, 0.45109989379493876, 0.39943341068683885, 0.49535173313479647, 0.5773063110797128]",3
5175,"[0.38612356277977317, 0.4197462485093916, 0.44725584022542514, 0.49625565309922853, 0.6974888114029668, 0.5232747364426349, 0.4735977990770323, 0.7221206843928976]",3
5176,"[0.38587615200101, 0.49122834895916095, 0.47424272270338624, 0.49687330658218, 0.6970312512594814, 0.462843111245473, 0.44611817038726675, 0.704205053750814]",2
5177,"[0.3980979017517372, 0.4836436094864547, 0.44818488173382526, 0.4955943441838436, 0.6970312512594814, 0.45173432265965496, 0.46187872876165414, 0.7373803460902214]",2
5178,"[0.6989827319760801, 0.4153252928215238, 0.49450751845079133, 0.4491472395590996, 0.39295100916913883, 0.5304215123161142, 0.4639143295528243, 0.713039864325886]",3
5179,"[0.6989094153627847, 0.43618703129141395, 0.46269200815257916, 0.4800600110848501, 0.3931480324797002, 0.5244335100204844, 0.4614859548165072, 0.6831277832676685]",3
5180,"[0.69753627606225, 0.7317459536922558, 0.49628231280147317, 0.44766198190374634, 0.40595105488288974, 0.5244335100204844, 0.45064374879593017, 0.4175466913274611]",3
5181,"[0.4497742731235331, 0.7277455321701392, 0.4563193877583943, 0.46066118650388316, 0.48026912560282436, 0.4092270211092779, 0.4769445860815501, 0.6998801367089428]",2
5182,"[0.41064491545901205, 0.722321083172147, 0.48240898020663864, 0.43452239660972963, 0.45005950690823854, 0.4913747483091538, 0.4769445860815501, 0.6954831978675057]",2
5183,"[0.40397039030955584, 0.5016024530238669, 0.44814621597798127, 0.43730810879673865, 0.7026656405233331, 0.5127044215129737, 0.4769445860815501, 0.6808285242081877]",4
5184,"[0.6811712444267386, 0.4889424255057778, 0.451498709022382, 0.4791482275501708, 0.7167194201082436, 0.5071888228323592, 0.44179002669019657, 0.4069196768785246]",3
5185,"[0.43445274456152977, 0.44851840811299903, 0.49211697008874977, 0.479712171399466, 0.7102878774540012, 0.5148672792240939, 0.6807125924469352, 0.4065609636337645]",3
5186,"[0.4805110437418796, 0.4759330249094391, 0.44935517064477004, 0.475960261722312, 0.7311499755461072, 0.6999433031221262, 0.4125709076491285, 0.4390904238973977]",2
5187,"[0.700718411342111, 0.4347811732785891, 0.469349506314654, 0.475960261722312, 0.7544917803784046, 0.47849966196542004, 0.4404196474908522, 0.4117100486123931]",2
5188,"[0.700718411342111, 0.7702112745807651, 0.5202300134140446, 0.43699842832857555, 0.3923351078227917, 0.4323245138237692, 0.47811710220785386, 0.45926415874328236]",3
5189,"[0.4324984653161449, 0.7624225404848826, 0.5198617122709781, 0.4731926916679416, 0.38961388888888887, 0.46957286025356776, 0.7040579966878974, 0.43924790243747114]",3
5190,"[0.4387058512181668, 0.6005936675461742, 0.42216345918417314, 0.4760123844618356, 0.6068338208921249, 0.6303247387584737, 0.5661336301039689, 0.43213974281819184]",4
5191,"[0.4420519621823988, 0.6005936675461742, 0.44162562595704175, 0.4777664695189083, 0.6155542375716654, 0.512144294560961, 0.6703930120839504, 0.4091672026227862]",4
5192,"[0.4456640283686134, 0.5384569637434756, 0.4908512709298381, 0.4762725935233235, 0.6149156434729252, 0.6897556145393533, 0.4739503296485401, 0.4091672026227862]",3
5193,"[0.44800240754791887, 0.4700260338758649, 0.548829377806286, 0.5561344632400202, 0.4072854471236588, 0.635349488925216, 0.47488585957643026, 0.6187657380513494]",4
5194,"[0.47804141473033257, 0.48351702810926533, 0.5109760896900587, 0.6555860870895315, 0.63501133218307, 0.41071166140054377, 0.44517036345685596, 0.5337935623925881]",4
5195,"[0.4789983259296363, 0.4063541223733396, 0.5022225981373406, 0.5061999696435759, 0.6317760215408713, 0.44401111229832246, 0.637473308646647, 0.5435224743956313]",5
5196,"[0.47823476337108306, 0.6824620828846768, 0.40658045995262015, 0.5049835234474018, 0.5467060187625171, 0.4464229455723161, 0.6108362630326314, 0.4618493469337376]",4
5197,"[0.7018708574159134, 0.4030446381827473, 0.47712177369087755, 0.4805964867125668, 0.5089104887052528, 0.4464229455723161, 0.6087193706862775, 0.5018276621141368]",4
5198,"[0.47617776413350327, 0.4030446381827473, 0.7033923348642983, 0.47441641951319286, 0.7291662188594888, 0.451273010011935, 0.4687344213971433, 0.46222362507703174]",2
5199,"[0.466872040692714, 0.4418842206796224, 0.7020632455953865, 0.47594967932905774, 0.44748676513284286, 0.4837474182357777, 0.7337808687248693, 0.403611753419266]",2
5200,"[0.40585260470368734, 0.406652706958009, 0.5107218363032316, 0.462645132898555, 0.5276667623857705, 0.4415436858499719, 0.7337808687248693, 0.6737413818105119]",4
5201,"[0.6067226948384818, 0.41394473549826943, 0.49931968317612646, 0.46886333056739254, 0.463195296442058, 0.4345554314572913, 0.5545513683605392, 0.6966942592990755]",3
5202,"[0.6067226948384818, 0.7013804577543954, 0.5741101580757736, 0.41282915262698117, 0.44116441424980696, 0.47017074942910525, 0.44384860769375983, 0.4843275038490387]",3
5203,"[0.4684806505044421, 0.479325719779218, 0.7339376099364612, 0.6995794776669969, 0.47325953609163174, 0.44362531008699907, 0.4424359446653371, 0.4147590828104423]",2
5204,"[0.6077174782807498, 0.7010910368843948, 0.5642958773950056, 0.40390973916612644, 0.4407855146709011, 0.4671256410420166, 0.4976298627398589, 0.4550779003335847]",3
5205,"[0.6077174782807498, 0.40206182257153134, 0.458303005095144, 0.7027129445295446, 0.43091866405738677, 0.510627992627531, 0.4642165178925338, 0.5596583489636506]",4
5206,"[0.44551092075995996, 0.4594593738718483, 0.5759923036340502, 0.7027129445295446, 0.4516962937144185, 0.4902291989189473, 0.39516995307523667, 0.6223943056044429]",3
5207,"[0.5802951284163648, 0.460443150115652, 0.49181470564805224, 0.7027129445295446, 0.45956342533473254, 0.46569950440865554, 0.6199664539893442, 0.372907232057088]",3
5208,"[0.5849586388328069, 0.460443150115652, 0.5022638923578423, 0.7027129445295446, 0.43814784015086533, 0.6028854531122513, 0.4578257547054706, 0.39334345146661936]",4
5209,"[0.4078514466970249, 0.460443150115652, 0.5039789250622361, 0.7027129445295446, 0.43678654779458437, 0.4585889769499176, 0.6005697859264345, 0.5651457132140645]",4
5210,"[0.5184917500453858, 0.44753913806079226, 0.45568754096788117, 0.7017123114474395, 0.49310637448210454, 0.4551344777238955, 0.41002058580389994, 0.6553828661789834]",3
5211,"[0.5240173784558659, 0.46062163681631996, 0.456273422948318, 0.6988785518340965, 0.7598562687601016, 0.39098292344145763, 0.4952869823936179, 0.3923666405408325]",3
5212,"[0.5240173784558659, 0.3899860972155451, 0.4730024425677294, 0.4470245669763452, 0.46099758294880244, 0.6466340481097493, 0.49353725562644746, 0.6971227047006224]",3
5213,"[0.6954058094487936, 0.6546297074782856, 0.4730024425677294, 0.4444762738734281, 0.47270803726511923, 0.3879316586964529, 0.49675927127397296, 0.5123391610994916]",3
5214,"[0.50570961368127, 0.4620250713280574, 0.6986199030662027, 0.44435025288845287, 0.47270803726511923, 0.6778390393068315, 0.49656772131131566, 0.3843119565724596]",3
5215,"[0.5136615341006874, 0.5147254738263141, 0.38177672099105214, 0.4330210412140397, 0.6397318402620876, 0.46236105800184985, 0.5106094735487192, 0.6943755912073896]",5
5216,"[0.6123102631945412, 0.6936779945263549, 0.5150955370701965, 0.4313374664934467, 0.42561429448544613, 0.503115457552518, 0.5106094735487192, 0.45580148073298227]",5
5217,"[0.629350676798632, 0.4046008162634703, 0.6970390273750299, 0.4302423674343867, 0.4621114862187564, 0.49928020834696574, 0.5118788352400108, 0.49397263897446153]",3
5218,"[0.4104242725332479, 0.4967680065834445, 0.6977643886900615, 0.4302423674343867, 0.4621114862187564, 0.5034700015171031, 0.5108834991282946, 0.6215768394087868]",4
5219,"[0.4411162614823942, 0.479727563184957, 0.6717770276765972, 0.447883669812526, 0.4621114862187564, 0.5076841297823952, 0.49498335422920425, 0.6449113733471808]",3
5220,"[0.46178990686319404, 0.4804354175630561, 0.4514939465944203, 0.4932697098995819, 0.45387419353760927, 0.7134952117968727, 0.45198037837978505, 0.6380931149789933]",2
5221,"[0.42377947099720364, 0.7120074320662693, 0.48141169937427486, 0.4933280122875913, 0.7161865907837045, 0.48057257767797107, 0.4506496875670586, 0.40758912662323776]",2
5222,"[0.3890438235901097, 0.4820695784822335, 0.44648596816064146, 0.4933280122875913, 0.7248024938042703, 0.7158809997479717, 0.4517912073827224, 0.4719123668566609]",2
5223,"[0.3747545864065306, 0.483289139848534, 0.44568366764734946, 0.4609861208549269, 0.739015079631549, 0.7158809997479717, 0.4716977283389881, 0.48413303786897427]",2
5224,"[0.42662583195031395, 0.7149678099636887, 0.45463007487806556, 0.4533118003908927, 0.4486277775906573, 0.7158809997479717, 0.498483558233984, 0.45520884457417404]",2
5225,"[0.4518018762334411, 0.7149678099636887, 0.4631216897041726, 0.4966934892484964, 0.4436872878586382, 0.7158809997479717, 0.4113582812064849, 0.46675847021898725]",2
5226,"[0.7101804175366866, 0.5124184710235676, 0.4631216897041726, 0.4421804371871184, 0.6632902726515061, 0.44837791263954446, 0.4797019862018275, 0.46675847021898725]",3
5227,"[0.46337774897221323, 0.509208035694166, 0.4631216897041726, 0.5010602387353763, 0.44521299920939506, 0.675502351432236, 0.642656317585428, 0.4772876912759861]",4
5228,"[0.5381076785229992, 0.46352890321309265, 0.5020479594876378, 0.5042039913071134, 0.4441296257846065, 0.619236789049236, 0.6869399560505737, 0.41181265515403537]",5
5229,"[0.41779340414465066, 0.5041422376637648, 0.4737232014017728, 0.4394662259436916, 0.5363358515549187, 0.45188426261583714, 0.6322940109309696, 0.7420113826681093]",4
5230,"[0.7288532894883019, 0.43794366585371325, 0.46809426657456343, 0.5020686988034553, 0.6961092552564354, 0.45188426261583714, 0.44010213151819216, 0.4586902288734981]",3
5231,"[0.7234905764762292, 0.43571382739813924, 0.46809426657456343, 0.5042563158775305, 0.6916566650933855, 0.4128780793898841, 0.48508185649366325, 0.4511810726978187]",3
5232,"[0.7127960628652176, 0.5042072259776106, 0.47300137392799113, 0.43583021383518794, 0.6919166243009659, 0.4196977618443, 0.5252588920823384, 0.4203180938827244]",4
5233,"[0.44940229959936157, 0.5046415549624588, 0.385875543409217, 0.4583092031110862, 0.6957526679894889, 0.63052127564705, 0.5237513164482658, 0.500214900996305]",5
5234,"[0.4776370777482554, 0.47585879735653996, 0.689300598905043, 0.4573974658477343, 0.5259541047981348, 0.609237648932586, 0.39061127149491653, 0.5082607601308835]",4
5235,"[0.4776370777482554, 0.4542894056035282, 0.6919601923891537, 0.48028105020608186, 0.5259541047981348, 0.6170412610856847, 0.39395761687306985, 0.5070003970200144]",4
5236,"[0.4524221881339997, 0.45478763272954403, 0.702968321546148, 0.4951074665234864, 0.523792757901579, 0.6170412610856847, 0.49346046796867626, 0.4085868558220492]",3
5237,"[0.5103781595765736, 0.447725934082819, 0.4426494612300127, 0.6030386807917207, 0.6959844496375378, 0.5025267738595885, 0.527188022698587, 0.41802217942922953]",5
5238,"[0.4766127344441761, 0.447725934082819, 0.39628112845932467, 0.46830347369487296, 0.48593053705149997, 0.7490423439279429, 0.6721899230238777, 0.4800475152401217]",2
5239,"[0.4804361259579673, 0.4536839853515407, 0.6766091535488208, 0.46830347369487296, 0.48593053705149997, 0.7490423439279429, 0.4047523397631049, 0.45533091866973985]",2
5240,"[0.4804361259579673, 0.46251777543946937, 0.6480040045050682, 0.5160674809499698, 0.5309380678565205, 0.5454842489875807, 0.501309347992561, 0.46084654061597874]",5
5241,"[0.5013567755846741, 0.44135494177628687, 0.6480040045050682, 0.4821700900924538, 0.5409429127553157, 0.4601597345987167, 0.5353899199645571, 0.5372318847928604]",5
5242,"[0.502605059751497, 0.45997707729132103, 0.6582182128072677, 0.7561227348461391, 0.37468797641185436, 0.43995379550913294, 0.48164357541182434, 0.5243200870288603]",4
5243,"[0.5045706996890861, 0.44396974141851514, 0.5273524324990834, 0.7483632459076643, 0.48221102358065976, 0.460022769626082, 0.3835700273301923, 0.6425467598715284]",4
5244,"[0.4464706914364802, 0.49986057520832655, 0.6605789013037499, 0.40563978798831396, 0.49861429488736364, 0.460022769626082, 0.7044135648946791, 0.5042342257176228]",3
5245,"[0.4960128469535431, 0.4465203511832995, 0.6606204816882372, 0.408068193938765, 0.7147566567279574, 0.460022769626082, 0.48926223040504996, 0.5073281064270275]",3
5246,"[0.4590335869784318, 0.6161779775875178, 0.5542659361859069, 0.4942334358132593, 0.38630524474646627, 0.5067759613292095, 0.7456673251090157, 0.44145598626088245]",4
5247,"[0.4590335869784318, 0.693041190321995, 0.3926856815713899, 0.5132044520965796, 0.4498227307457457, 0.4450902913268723, 0.7188442840493626, 0.5012140939905628]",4
5248,"[0.48411331243874617, 0.693041190321995, 0.46007513617634677, 0.7411287103304725, 0.4496808968820558, 0.3674136438174625, 0.4825407155524462, 0.5014208400778274]",3
5249,"[0.6931155255943113, 0.4806261598202889, 0.45015123275656366, 0.574377381791419, 0.46123472345516386, 0.5097263729989889, 0.46524981451771436, 0.5001076240905764]",4
5250,"[0.474820263890974, 0.5018834988627625, 0.7027980138851301, 0.36460101514971105, 0.44746138732385204, 0.5356686530494437, 0.6849376337195137, 0.45821615989153086]",4
5251,"[0.6801819465139989, 0.4788236197701871, 0.5039046523517382, 0.5141716527123756, 0.4705858005686395, 0.7197678053771386, 0.35569624109291614, 0.4669873768227364]",4
5252,"[0.6863306701505787, 0.4788236197701871, 0.5369910199619953, 0.5119815247491944, 0.3461476264561063, 0.7236846255480361, 0.43936733347568224, 0.46330492198784184]",4
5253,"[0.4880959043313059, 0.4454470033635387, 0.46023401892067867, 0.553077387387985, 0.6568327407258122, 0.505889809137002, 0.4722029232917138, 0.5716626776203722]",4
5254,"[0.49109449515675946, 0.4841342004177291, 0.6857430106046, 0.42808943699272245, 0.5315914427847823, 0.6493707220136895, 0.43502527753670645, 0.4576107899807322]",3
5255,"[0.48762920623953165, 0.4360083585709582, 0.5819357622531549, 0.6661450571286637, 0.5827269056485261, 0.47218738025918056, 0.48263755321853996, 0.4576107899807322]",3
5256,"[0.5347020660534912, 0.6880649950511383, 0.4685680783147871, 0.48905899636588573, 0.46293977733933706, 0.590591913311012, 0.45272977277448584, 0.46180568798708316]",3
5257,"[0.5347020660534912, 0.6880649950511383, 0.612709623946352, 0.46445719283646997, 0.4783240398963324, 0.47108054459545035, 0.4543516191512862, 0.44532504949379514]",3
5258,"[0.4798632869970672, 0.6717170872563284, 0.6140603852818781, 0.563772878073559, 0.44862264126507195, 0.5511006234177881, 0.45322067226727153, 0.3757328635150344]",4
5259,"[0.6436069309335708, 0.481688654353562, 0.5482933416504152, 0.41201777152157654, 0.4472476919484814, 0.5976311293814123, 0.45322067226727153, 0.5809475670363964]",4
5260,"[0.40043088322431813, 0.481688654353562, 0.5968038039234995, 0.647093833468819, 0.4420376534220928, 0.46458474404931915, 0.5652433766743139, 0.5733689129411471]",4
5261,"[0.6390579072510437, 0.4422742758407094, 0.4058378758572182, 0.6301521237872877, 0.4812139350259386, 0.45838884838734006, 0.5304191354561502, 0.5733689129411471]",4
5262,"[0.40579200797820414, 0.476920116113098, 0.42776599906611645, 0.5092534683176156, 0.660748487262496, 0.6349369252461226, 0.5638206370595488, 0.48050572208532316]",4
5263,"[0.3829067048612386, 0.476920116113098, 0.4258965883264216, 0.6411979454578957, 0.5538634898288742, 0.5631153448771706, 0.6361474809169909, 0.48035040919494804]",4
5264,"[0.6161173647455629, 0.4627061028089306, 0.4740961410077059, 0.5348193642551763, 0.6448837283689985, 0.532270336764553, 0.44883284220257696, 0.4488237376500499]",4
5265,"[0.6161173647455629, 0.47298213881980555, 0.42993242600171316, 0.5439493547601656, 0.6504703290554953, 0.5163521971100896, 0.44650317722405686, 0.47807619355099074]",4
5266,"[0.41437106281704483, 0.61062269680162, 0.4787419782621734, 0.7068434742526011, 0.4339910133632456, 0.5163521971100896, 0.47102518972728474, 0.5064862745356473]",4
5267,"[0.6265870528978947, 0.61062269680162, 0.4776620627474552, 0.4198378604564352, 0.6038306228477648, 0.5163521971100896, 0.45870814452868924, 0.44612389748656184]",4
5268,"[0.6265870528978947, 0.6091212232633034, 0.44569925845831415, 0.6003993526023031, 0.37924899752937696, 0.5819834644841623, 0.45719442681183114, 0.47924261158697923]",4
5269,"[0.6243800529441225, 0.5732379117100308, 0.47911334116675663, 0.4553965332706816, 0.37617527892713054, 0.6175243669224189, 0.44906034601260725, 0.6004684016732209]",4
5270,"[0.6419359650280246, 0.5732379117100308, 0.5756724394913595, 0.47946786964341126, 0.38294807991215934, 0.6175243669224189, 0.4718982885459816, 0.4319212316551571]",4
5271,"[0.47919161085746614, 0.43789215110651275, 0.6445554926304238, 0.4328856360294946, 0.5001154103140375, 0.6175243669224189, 0.4718982885459816, 0.574917001841666]",4
5272,"[0.4319283801401314, 0.4016061258559982, 0.6963775621456607, 0.48003636363636365, 0.5041661385332791, 0.5506252521177895, 0.4721582523283628, 0.6086911130584987]",4
5273,"[0.4223754513815134, 0.47922470472538065, 0.6963775621456607, 0.5144494065685982, 0.38276166600193723, 0.5734758904950524, 0.46982344520439, 0.6180490059524182]",4
5274,"[0.48071822212767656, 0.4322939937448139, 0.5010198139937347, 0.4599116340165042, 0.38276166600193723, 0.5734758904950524, 0.6389387154637313, 0.6939941710056653]",4
5275,"[0.4269208587831284, 0.4612020283696766, 0.6396195355124984, 0.4599116340165042, 0.548112713531568, 0.7004693015851041, 0.5361953861108527, 0.38514025122286166]",4
5276,"[0.5798773878401396, 0.5244634511772819, 0.6018608825169901, 0.4599116340165042, 0.3855934507446455, 0.7004693015851041, 0.42372836752752474, 0.4757972263574395]",4
5277,"[0.5918584569837522, 0.4721648452072458, 0.5811505785665667, 0.42841229064431374, 0.7023122512064403, 0.4554199262369351, 0.39817816476892165, 0.526933157504327]",4
5278,"[0.5918584569837522, 0.47621786702852836, 0.41594269070298356, 0.6895625155076354, 0.39753714282303365, 0.6004275676189664, 0.4518632514138429, 0.5433017699596471]",4
5279,"[0.558015791891786, 0.4154986224150489, 0.7033979109199956, 0.5209324514659207, 0.4273470390016893, 0.6004275676189664, 0.4747619867967275, 0.44751659856996934]",4
5280,"[0.42259845795271284, 0.41367314170575825, 0.6005042424560345, 0.535468083986739, 0.7046320746828648, 0.5686966874586348, 0.45392176116260424, 0.4571788170475634]",4
5281,"[0.5673860518448749, 0.4526927267686634, 0.4385134842021546, 0.7068430800051735, 0.5393626607684116, 0.5768992006214205, 0.41771625438405907, 0.4571788170475634]",4
5282,"[0.6171731494312139, 0.4534556574923547, 0.5838359469240049, 0.5162128476183567, 0.46983036493028785, 0.365675460943177, 0.44370598577139286, 0.7131948411147522]",4
5283,"[0.6073670952703211, 0.4564723572041637, 0.5838359469240049, 0.4637162257202409, 0.5002553253574555, 0.3682858145476797, 0.7103980281674745, 0.4662541821054051]",4
5284,"[0.6497193150818231, 0.7130387067043497, 0.36412327433121383, 0.44729611149897197, 0.4586791700577612, 0.550494086709992, 0.5023941242509908, 0.4683473940995604]",4
5285,"[0.5399459982678689, 0.455259246528474, 0.3519547399724378, 0.6678028472345874, 0.47222396047756277, 0.6705819629796238, 0.5692455137520187, 0.4435978671435143]",4
5286,"[0.54544486577089, 0.48399067112364774, 0.4579648052599254, 0.5576897769394424, 0.5607291220357296, 0.6705819629796238, 0.46338029971461847, 0.4332722611345433]",4
5287,"[0.5500658125960485, 0.48399067112364774, 0.3493204908299248, 0.45088903018052645, 0.4391869183040331, 0.6683379648120923, 0.6712402636309167, 0.5614092448535173]",4
5288,"[0.3383661569115255, 0.6989140399125591, 0.6705710102489019, 0.45088903018052645, 0.4408443678577907, 0.5019763514656812, 0.5455197468965333, 0.5428523926120734]",5
5289,"[0.5665520815286934, 0.5419454451878538, 0.517360087185076, 0.45088903018052645, 0.6420932686466075, 0.43118246797298226, 0.6976930124665859, 0.34231498836653745]",5
5290,"[0.45289416168336316, 0.46469557334944855, 0.7063203248169665, 0.5176599730883384, 0.4310805225138928, 0.48183063332284787, 0.5267923808396076, 0.5545839415094215]",4
5291,"[0.35188842191728414, 0.6704800607866406, 0.5363115350750325, 0.43222027178951106, 0.5163714283878512, 0.6990451945902542, 0.5267923808396076, 0.45419800036218416]",5
5292,"[0.3537726762829592, 0.5269449925025649, 0.668611031385592, 0.46201563863108863, 0.4890495874541479, 0.6416830783214664, 0.5735009032030665, 0.4583094731017443]",4
5293,"[0.5145964083359835, 0.5775321361284014, 0.5266750880210713, 0.43339562892592015, 0.6352585230430877, 0.694264712507841, 0.3544832466830494, 0.45785568057282977]",5
5294,"[0.5145964083359835, 0.5059752920413481, 0.6962248614928238, 0.43339562892592015, 0.4544540968513016, 0.5898461835735916, 0.49600786797223617, 0.4550544491411041]",4
5295,"[0.5194929597519813, 0.5049919063753632, 0.40153241137118895, 0.4318458595706125, 0.6672218723974731, 0.46451968606084193, 0.45448400685534895, 0.7103320224780642]",4
5296,"[0.4971971006782817, 0.7134791788264626, 0.39698449789459506, 0.4553413288801174, 0.47353857343895767, 0.7050142010783944, 0.4619027489519402, 0.4712309718736146]",2
5297,"[0.4770819223839401, 0.7134791788264626, 0.45383303609784037, 0.46477654308166305, 0.47353857343895767, 0.7082569165878074, 0.3899159325620443, 0.49670672712033315]",2
5298,"[0.47980351262699655, 0.5660960876783894, 0.43225343670469396, 0.46477654308166305, 0.6067449932253095, 0.49775561607231106, 0.39399340831686375, 0.7123197021622291]",3
5299,"[0.48032298600626094, 0.4342862071024367, 0.4958974043126869, 0.46477654308166305, 0.5754672954584531, 0.5668627724224009, 0.4051906925092822, 0.7146703719192219]",3
5300,"[0.636386620335256, 0.44142193540847696, 0.4692154488490118, 0.46477654308166305, 0.551040119547687, 0.39661559880363156, 0.6119731825183815, 0.600956276283196]",4
5301,"[0.5658507153938976, 0.7099314395480602, 0.47181619650714096, 0.5109714831628068, 0.4142970241698878, 0.39475784833502114, 0.5936044261613657, 0.4957603734507184]",4
5302,"[0.3957789720632945, 0.6201006510905921, 0.4628264316955265, 0.618712153006775, 0.42520135018447286, 0.5656816443478577, 0.5936044261613657, 0.49212787186896634]",4
5303,"[0.7110623763384933, 0.5706868594637994, 0.446728331620418, 0.4854727198643551, 0.4409128657212214, 0.44433459587853885, 0.545509226796758, 0.48673790069138906]",3
5304,"[0.5473448265487258, 0.6116562379366376, 0.4359986329549861, 0.5443933451014413, 0.45190682091429735, 0.6272830742504568, 0.4484733009004478, 0.48641285571864296]",4
5305,"[0.5756313919105879, 0.7153301048931436, 0.4700740908604486, 0.4514999839573908, 0.4176863773106724, 0.49835769617550857, 0.516300749647443, 0.48641285571864296]",3
5306,"[0.6898666506699225, 0.4188602987157461, 0.4700740908604486, 0.4521362025107943, 0.5005664003236573, 0.7062975965433432, 0.4332778197468123, 0.48641285571864296]",3
5307,"[0.7067321927651676, 0.5022473431259731, 0.46942491919938784, 0.4398137420070019, 0.42421506415555016, 0.42705611466121646, 0.7111576699806499, 0.48187969626415494]",3
5308,"[0.4480673862997522, 0.46169198904080855, 0.4599494714870274, 0.696372855615974, 0.5163282962085228, 0.42705611466121646, 0.7115563889921703, 0.4414454339310149]",3
5309,"[0.4493918551578521, 0.5040836943307707, 0.4567625254170929, 0.40881080335451253, 0.7071350608400372, 0.7301424530956153, 0.4392959539207241, 0.48188452805708726]",3
5310,"[0.6405764291302332, 0.5395708735031628, 0.4622301122732943, 0.4573023517238736, 0.4344810828205347, 0.46032881470687803, 0.44623719837655973, 0.7070423908539112]",3
5311,"[0.5349496144943174, 0.462335292728455, 0.42821415844540256, 0.5856068894928176, 0.7088590377636683, 0.43838166950997115, 0.5366365481568781, 0.44782426791812746]",4
5312,"[0.6177389702651496, 0.4651241919020075, 0.5016970230061117, 0.43511557513260757, 0.7089187595738896, 0.4337459348764861, 0.4630871387717259, 0.5189846183381714]",4
5313,"[0.4177804596872974, 0.46099699217438805, 0.506744846608397, 0.43235120282692624, 0.7038971059695491, 0.6471012669468948, 0.46619865965192114, 0.5256372806761309]",4
5314,"[0.4616755277233678, 0.48669083513276146, 0.4698026856321249, 0.34510294562187216, 0.7038971059695491, 0.5718185302220647, 0.46619865965192114, 0.665021245101732]",3
5315,"[0.46484078449615407, 0.47676301647839564, 0.4700879416763862, 0.3543010737587736, 0.5295198158297029, 0.4904359927006341, 0.6673852510554208, 0.7426697682040175]",3
5316,"[0.5110435617165262, 0.4314253203383961, 0.46886334042620764, 0.3919304465265468, 0.7001435713848113, 0.45949262955135234, 0.46134751888565667, 0.7426697682040175]",3
5317,"[0.7002575651293107, 0.4639130891841106, 0.47565312081410027, 0.45835971741100806, 0.41329312930325557, 0.44737938505124575, 0.46134751888565667, 0.7426697682040175]",2
5318,"[0.45050784975071523, 0.40022258175537234, 0.7032931334435877, 0.458438558337973, 0.49232762713652667, 0.4897821913363258, 0.4269424384277011, 0.7426697682040175]",2
5319,"[0.4943085076487177, 0.4355870488162328, 0.4499729219607705, 0.4666458722558613, 0.4133488123093951, 0.49656847588051345, 0.7302014710113387, 0.6910579955660382]",2
5320,"[0.6981108798729859, 0.39929979614318095, 0.4665303278582765, 0.4501389643165192, 0.49402092428269295, 0.7270238935197825, 0.4910890042672374, 0.4358448269311144]",2
5321,"[0.6981108798729859, 0.44826993145972943, 0.4571964593747246, 0.40282183302862534, 0.4967853398307935, 0.7270238935197825, 0.4910890042672374, 0.4390209335970947]",2
5322,"[0.6981108798729859, 0.49537539909812056, 0.4560450519518565, 0.44792482125150046, 0.4060724454488579, 0.42803776622996415, 0.7394723718153409, 0.4951007714100082]",2
5323,"[0.46815480368758483, 0.47761155911403963, 0.7006729019197733, 0.4695294039914294, 0.38753386674111534, 0.4857634427894489, 0.7273385322507604, 0.44369876383546414]",2
5324,"[0.6975237084687314, 0.44315670626381154, 0.39684918897402727, 0.4695294039914294, 0.49728758414615054, 0.42849704610175604, 0.7273385322507604, 0.5045229122548257]",3
5325,"[0.4422828538564847, 0.6977841768360656, 0.3969354141513512, 0.46261575714259306, 0.5015743581462943, 0.5736588692013521, 0.4935021869393792, 0.5809432748639675]",4
5326,"[0.4422828538564847, 0.5048091184021657, 0.475571827239059, 0.46261575714259306, 0.6972881419625337, 0.5973406797086549, 0.577482900999149, 0.3963373442796079]",4
5327,"[0.5043444277113508, 0.43504957372494285, 0.7008808120410495, 0.5726657195072716, 0.5540860229929583, 0.5211674435477799, 0.46493148872218354, 0.3897635596831788]",5
5328,"[0.5073500198649186, 0.46567497421957044, 0.42916776152763875, 0.5726657195072716, 0.5023007633279211, 0.38543741744178595, 0.6982706250315023, 0.5751152386117137]",5
5329,"[0.5189030709291496, 0.46567497421957044, 0.42916776152763875, 0.4130881600411638, 0.5753321307597016, 0.6954458167852311, 0.45554581968890706, 0.6094185246692838]",4
5330,"[0.4409981955247719, 0.5159202353710363, 0.46611444318366024, 0.5842209351603334, 0.44097469345838736, 0.5659660634326044, 0.7056947092244097, 0.42269171985975007]",4
5331,"[0.4651804457405755, 0.44447627078277774, 0.49717661650944933, 0.40651468824678927, 0.45680988904609426, 0.6074193465694254, 0.7109578945379251, 0.5569534016018751]",3
5332,"[0.46458162130806785, 0.44761367468569463, 0.5323013242898221, 0.537176261763131, 0.6704437802053611, 0.6074193465694254, 0.49355634229495743, 0.41451803625335615]",4
5333,"[0.44571378284209395, 0.5846138015150736, 0.4970360044036506, 0.6898182998747757, 0.4605118542942377, 0.407640336067007, 0.6284057641304412, 0.4744499363510249]",3
