,percents,count_won
163,"[0.45910344937566777, 0.726248793349374, 0.40846822276869005, 0.4861837732546279, 0.47543797940552907, 0.43812052342496316, 0.46369529932513026, 0.7150209504906826]",2
164,"[0.4347570974115975, 0.4878852250073532, 0.47300354945065093, 0.5544750254841998, 0.4611098521707834, 0.4772272948295424, 0.6110205675521289, 0.6465743585651011]",3
165,"[0.474506478572851, 0.37439870553711985, 0.7430079882130141, 0.6601101858375394, 0.4614331140005667, 0.4361613786139456, 0.5016125972301271, 0.5540684205027991]",4
166,"[0.43217493166731746, 0.5601002799902995, 0.5238886999021125, 0.6591179809134097, 0.4639177869618229, 0.47664489224102824, 0.5376854819059721, 0.49414097432513276]",4
167,"[0.4611856791024939, 0.5673407691450938, 0.3918936400413962, 0.6595422804023711, 0.47899816698298375, 0.4327619515283871, 0.6131675897847172, 0.5629804351687112]",4
168,"[0.4611856791024939, 0.4772920970860264, 0.6076696165191741, 0.6763818455610426, 0.5448233149555773, 0.4353307756848328, 0.5668889173825704, 0.3923067825675596]",4
169,"[0.5853347553310018, 0.47627032987227785, 0.5521217573347691, 0.5101981552610386, 0.6449033918100918, 0.4459529293174177, 0.4876848083659592, 0.4514110577787072]",4
170,"[0.5218905030681554, 0.47484962049800855, 0.5173815328606257, 0.5101981552610386, 0.704227773479851, 0.46074948540209176, 0.5136097197717139, 0.43638160311273927]",5
171,"[0.44820213426539407, 0.680962865351089, 0.4308153185976844, 0.47634861359644626, 0.5337466732766268, 0.5101607945355954, 0.5966095351393981, 0.4664320811539071]",4
172,"[0.4236251039837323, 0.680962865351089, 0.5312041151861439, 0.47481263485821534, 0.4336906872931329, 0.540881286285741, 0.593873868994628, 0.4671513653514942]",4
173,"[0.5780068456300521, 0.5161670323868605, 0.7056050128206551, 0.47481263485821534, 0.42267385202787655, 0.4570244441555064, 0.5454863133372161, 0.4447734771063008]",4
174,"[0.3700785020834937, 0.6452243239018289, 0.7034670453200804, 0.47481263485821534, 0.5571559622968375, 0.5144863397651501, 0.4299741076321774, 0.4727666877427513]",4
175,"[0.493025634717416, 0.6452243239018289, 0.7034670453200804, 0.45949195417776795, 0.4102786554887886, 0.48914432512163153, 0.4773481648330961, 0.46670021594694966]",2
176,"[0.5820735225259739, 0.5415761850381354, 0.5009736071836087, 0.4634586223584449, 0.47654415396135036, 0.6501465048137296, 0.44796613336598, 0.4962053330983088]",4
177,"[0.6757996212040603, 0.487135728392456, 0.6898885104616127, 0.43883445731009035, 0.43233891218416215, 0.5059589541601266, 0.48127347036265444, 0.45660698793280224]",3
178,"[0.6757996212040603, 0.4648567439601797, 0.4291000376400879, 0.4738169013195676, 0.6903571210277439, 0.4866551980008585, 0.4514862859604614, 0.49358085280415376]",2
179,"[0.4520566812512412, 0.6946966532562417, 0.680013156694574, 0.49928912844838674, 0.441237676639943, 0.4898673924821341, 0.4431164257770367, 0.47553449663224645]",2
180,"[0.4491103523513151, 0.6717789340957928, 0.4574299245657631, 0.43804961154912797, 0.6773546363172102, 0.443390691361268, 0.501778199560962, 0.5309612744732154]",4
181,"[0.5180687271903055, 0.7318586898890931, 0.47521322047044723, 0.4624137187230371, 0.5116007375972517, 0.6666583182365889, 0.383278078757985, 0.4381844676398465]",4
182,"[0.6709465015940249, 0.7467510502482405, 0.4580204972121013, 0.38751892556748296, 0.4528189755947833, 0.5309864012454513, 0.5066794865264123, 0.4381844676398465]",4
183,"[0.5216934329729604, 0.7467510502482405, 0.4359130526767941, 0.44658118987460965, 0.5260709883998191, 0.4525242100890516, 0.6645124368387259, 0.39387880428297434]",4
184,"[0.5216934329729604, 0.3812753405311831, 0.4702792031585581, 0.48277553300679493, 0.7270055960071733, 0.4525242100890516, 0.6631444205314315, 0.49061185790093437]",3
185,"[0.45998526812952667, 0.5023777084916289, 0.4702792031585581, 0.7065394806571277, 0.654837008535323, 0.522863997412806, 0.3823299543225672, 0.4830158091839043]",4
186,"[0.4489292420470174, 0.4091240075448524, 0.6458834155492253, 0.5165853788190892, 0.4380478282088824, 0.659485855293983, 0.4699715884410323, 0.5793954026707819]",4
187,"[0.460694645811112, 0.4861870503597122, 0.6696517997253025, 0.522735500560611, 0.42890064729250243, 0.36806640150985204, 0.5555718213758338, 0.6764884921275337]",4
188,"[0.6701797298443473, 0.4207136113321969, 0.3967920947013055, 0.6574883177966533, 0.49515490695219033, 0.5054475240194624, 0.5574683761927118, 0.4609945328063442]",4
189,"[0.5036849507735583, 0.5449843676166927, 0.36126747699009343, 0.7219632642038181, 0.4350934754007829, 0.6829194103498584, 0.4743550669074973, 0.4609945328063442]",4
190,"[0.5134346504559271, 0.4438545286967876, 0.6875223128346926, 0.45367458372725694, 0.38015423377668695, 0.6829194103498584, 0.47673731914292683, 0.5406585770553338]",4
191,"[0.6663797952525593, 0.4523605775935293, 0.6943062880878856, 0.4462781783842702, 0.36803595572993997, 0.5169644978930351, 0.47673731914292683, 0.554097296884642]",4
192,"[0.4634705436382286, 0.42742791960036186, 0.675877146916235, 0.578577364134951, 0.46026574576757173, 0.5169644978930351, 0.47673731914292683, 0.5504434912563321]",4
193,"[0.4606443865602447, 0.515444518904144, 0.4375113987936346, 0.4515495368601232, 0.6763222963546199, 0.5891357414537549, 0.47673731914292683, 0.5418717790939158]",4
194,"[0.6749233926356826, 0.515444518904144, 0.4383577625178641, 0.46947775181657125, 0.6995571464305721, 0.36572925051426525, 0.47721512389317106, 0.5419473816798331]",4
195,"[0.4758219555900814, 0.515444518904144, 0.35803411410189, 0.5543436984467893, 0.7145653946597983, 0.6680567687383112, 0.44993161423758216, 0.44587247925784756]",4
196,"[0.46065375099452466, 0.7356972468836875, 0.554346643117232, 0.3552773473127431, 0.49571112661018685, 0.67696997298211, 0.4662905636723082, 0.4447053745151855]",3
197,"[0.4134466143681569, 0.4948489397333985, 0.554346643117232, 0.48256619762929326, 0.7345883264770763, 0.6812217540954789, 0.47692666176903686, 0.3636467811685743]",3
198,"[0.4634550649383706, 0.4948489397333985, 0.5405799087776783, 0.4775786549863789, 0.7436907631249887, 0.6904370978477923, 0.4318066257284781, 0.348862604393584]",3
199,"[0.4742713699105798, 0.6733010538308174, 0.42790952538438093, 0.48154830458429443, 0.7119911700086698, 0.3513656949741655, 0.5558374520183648, 0.5141886950520681]",4
200,"[0.4637171246750347, 0.5244072613888257, 0.35056056348912823, 0.4788578047921651, 0.7448371546324263, 0.44059700150021364, 0.4973404936248656, 0.7002827019469731]",3
201,"[0.4637171246750347, 0.48745786484331843, 0.7058162724708271, 0.41122672508214675, 0.6668303410882735, 0.45341181448722523, 0.4781724340404273, 0.4955490982888243]",2
202,"[0.4637171246750347, 0.493803913836447, 0.6853182090488161, 0.5223132006904107, 0.599465656238847, 0.44730476178156087, 0.47728130534506286, 0.46274767578274684]",3
203,"[0.4637171246750347, 0.4350037759041738, 0.5284936865494897, 0.3624089280320141, 0.48502913791948554, 0.4793872817246979, 0.7460441283033378, 0.6946510999465055]",3
204,"[0.4745611585667686, 0.5247513958175031, 0.45364958167492486, 0.6994926313359242, 0.7511992791557075, 0.44170018551657336, 0.47740342724368284, 0.36706509938774723]",3
205,"[0.4462489492071508, 0.4956264954617063, 0.45364958167492486, 0.5044519119126242, 0.7585427309755359, 0.47850974285052383, 0.6938831903793439, 0.36221888972355354]",3
206,"[0.4462489492071508, 0.4912005781960939, 0.4943213366311645, 0.7000775685006336, 0.7197107526117547, 0.4873952264131657, 0.37676029065414396, 0.45793794614014904]",2
207,"[0.4552025198990995, 0.48367525239451203, 0.6091021106254636, 0.6056473594047107, 0.5212724234062024, 0.36806405606028275, 0.68209944714954, 0.45793794614014904]",4
208,"[0.4639034993645377, 0.47529177802076555, 0.6829517718314952, 0.36408456091735164, 0.4825874004512235, 0.5122758620689655, 0.7383517529876216, 0.46897957613754376]",3
209,"[0.48180992174244375, 0.4957950009953626, 0.7030944463470951, 0.7386901644968491, 0.4825874004512235, 0.4465918240137132, 0.36749889880509834, 0.4680091416151252]",2
210,"[0.46703694529657225, 0.4957950009953626, 0.4495016686574025, 0.4644723774053383, 0.48139219865440913, 0.4780651673865197, 0.5987694446410987, 0.7035430561812568]",2
211,"[0.4499358462637316, 0.4957950009953626, 0.4610664714101634, 0.35593077523151484, 0.49299818477492185, 0.7391064533921676, 0.5013522381530018, 0.6983341012417913]",3
212,"[0.4763128291660275, 0.4690778484230264, 0.46105489405409517, 0.7060988133272479, 0.6910241014707044, 0.380570610204712, 0.5013522381530018, 0.48975417921637227]",3
213,"[0.6017057373409485, 0.44490073958738807, 0.4917247584095484, 0.3751983758797087, 0.45764336929056093, 0.7390826953272849, 0.4870511342037254, 0.6118347869779005]",3
214,"[0.6129020794712184, 0.47180152178073426, 0.5920197623100213, 0.372326622860252, 0.45827307583027654, 0.5045558273009138, 0.7126174609131618, 0.4766598886040138]",4
215,"[0.6788211001185865, 0.457095730508152, 0.5122555348347918, 0.372326622860252, 0.4991755466484179, 0.732079580688026, 0.4910392968282269, 0.45000419319669965]",3
216,"[0.46530573593849983, 0.4530371602455, 0.4605143981262255, 0.6646061054558505, 0.5065799255277321, 0.732079580688026, 0.4910392968282269, 0.41354209212616294]",3
217,"[0.45580398626993607, 0.5026677530422898, 0.7341778236257621, 0.6977192101382685, 0.4535560148714349, 0.4162731265398565, 0.4910392968282269, 0.42236059871246545]",3
218,"[0.449996814069071, 0.4565879469969864, 0.7292556887909748, 0.6977192101382685, 0.5021298575846409, 0.4207204344997655, 0.49640440282612946, 0.42192924243094576]",3
219,"[0.48406108181037655, 0.4590830377432583, 0.5670214199110871, 0.4805499406423461, 0.5032157782249168, 0.49268007256710544, 0.49640440282612946, 0.672402951886086]",3
220,"[0.6982137183118049, 0.4535394033315436, 0.7297570255461049, 0.489166447626743, 0.5027748199601275, 0.3762074099257801, 0.49640440282612946, 0.4453352701226251]",3
221,"[0.3681503185132755, 0.45851652431033035, 0.7297570255461049, 0.49585145643864503, 0.4814623467890698, 0.6702464329059228, 0.5258479417521525, 0.47158685457974414]",3
222,"[0.48767645486068967, 0.4722823004681297, 0.38280967027912727, 0.699411636371192, 0.45575399219661317, 0.7071048579598687, 0.5115125154747009, 0.4457072569181867]",3
223,"[0.43580105699407995, 0.47206171850821416, 0.6998230296089057, 0.4750868985058399, 0.46409682505531347, 0.711025263740858, 0.5083484597725695, 0.3925025141892751]",3
224,"[0.46630010297460606, 0.43528005079234117, 0.6998230296089057, 0.42155589590090903, 0.46409682505531347, 0.7001826322766312, 0.44109514809047673, 0.522038227055528]",3
225,"[0.46630010297460606, 0.44333721624558275, 0.6439178733919952, 0.5731812496618536, 0.6412271784087902, 0.4193657558285285, 0.5135755193900001, 0.4572653171714741]",4
226,"[0.4189134045077106, 0.4506922173910192, 0.42473126176969156, 0.6965411443227306, 0.4942500173940701, 0.4638048553358252, 0.5148359425544422, 0.6891817853972481]",3
227,"[0.45239803008664803, 0.4503104282517238, 0.428666365960006, 0.5627668306090896, 0.6128781682138328, 0.4638048553358252, 0.5519376396775802, 0.6354959748729769]",4
228,"[0.4656567502137073, 0.4493267530650708, 0.5081516689649777, 0.6664680052337012, 0.6942488122806598, 0.49413923317194025, 0.44248999650884874, 0.42536549382205746]",3
229,"[0.4759838984675296, 0.4214997519400736, 0.5081516689649777, 0.43866703541541724, 0.7031383156100633, 0.4670945710319053, 0.6756365363326544, 0.4492701334919505]",3
230,"[0.5450512527726372, 0.5133168225041719, 0.6753339871597287, 0.45620893368948506, 0.3885565859993781, 0.469087346792902, 0.6756365363326544, 0.43564085841175193]",4
231,"[0.5519453429862394, 0.5241424869149856, 0.4459552303193954, 0.36886482098005, 0.4564875124360489, 0.4725317311110613, 0.7089198024324788, 0.6577164587334694]",4
232,"[0.35540923317468487, 0.5072498548731802, 0.4422719045555357, 0.7452303781857013, 0.4622646652321841, 0.4725317311110613, 0.6638838329610767, 0.5633685564815953]",4
233,"[0.3465616812301952, 0.5177563731663319, 0.5571610643026658, 0.6726482663376835, 0.45593466654029635, 0.4484414049252065, 0.7236985143133229, 0.47796814916008906]",4
234,"[0.39028995978617875, 0.7145094202847552, 0.4676980947350793, 0.6154716575950047, 0.47386232787795085, 0.4301904016692749, 0.5248246439636991, 0.5655992500123354]",4
235,"[0.3600508942642742, 0.6913926508848914, 0.5668210122944276, 0.6615089309212409, 0.4478015285523576, 0.45587245055895426, 0.5261009338164004, 0.4659661473161137]",4
236,"[0.45414822109822445, 0.6913926508848914, 0.36763560677927704, 0.5425944410951774, 0.44146497240307714, 0.6940497798347253, 0.5091372949480988, 0.4680510919911892]",4
237,"[0.45035465464518776, 0.6913926508848914, 0.3663381217329618, 0.6700913889992621, 0.46277799621353544, 0.5476714273326675, 0.5271642705209162, 0.44415404052581325]",4
238,"[0.46564060195509543, 0.5374931954273272, 0.35772833382816094, 0.6868449756418661, 0.43054216981310356, 0.4687177464418368, 0.6778121337720896, 0.5374694277402507]",4
239,"[0.6956083213126578, 0.7132973439251081, 0.4428193737063838, 0.453882746034728, 0.4392335640029469, 0.5568875784513093, 0.5140439121756487, 0.3603818825368664]",4
240,"[0.6980882993268972, 0.6681319173151067, 0.4535238195352382, 0.34898635623406743, 0.4376004898830633, 0.4611784990567808, 0.5428661223797955, 0.5492122584483122]",4
241,"[0.6934684509884359, 0.6694699916799712, 0.4441236345250609, 0.5461830212755429, 0.5535487787344846, 0.4523563167316262, 0.3565261714970281, 0.44483977729463303]",4
242,"[0.36109056930423467, 0.6846088614470519, 0.45754952663374626, 0.6845430138596729, 0.5563761963942735, 0.43861390382795473, 0.5370749169010484, 0.4468661076276095]",4
243,"[0.38860832378678917, 0.6846088614470519, 0.44854759703216435, 0.6400302907471822, 0.4755268244972156, 0.5321564882364717, 0.5370749169010484, 0.44528466813609735]",4
244,"[0.6876042539801002, 0.5502320584595857, 0.4693176175417505, 0.5905106511510592, 0.5296260527940925, 0.47459106883582336, 0.42393768289164574, 0.4272796262556076]",4
245,"[0.47397386209436976, 0.5399085628752257, 0.4502369518513838, 0.5794480017381747, 0.5690447541983996, 0.4179221599105544, 0.6845852576610469, 0.44220288238769506]",4
246,"[0.4818800306630893, 0.45006005789186954, 0.44434718264401657, 0.548551400432479, 0.6834393514711066, 0.415922756706753, 0.6032033628062038, 0.5332851626740601]",4
247,"[0.43985495822166165, 0.530783557091942, 0.598253403992969, 0.5165519905683628, 0.4730361246791158, 0.44023102763829536, 0.45921584284915756, 0.6920319428205863]",4
248,"[0.4609027601639981, 0.6794801822349636, 0.7074892963306133, 0.5292022436377557, 0.43466220318890214, 0.4763285580776075, 0.346427362959621, 0.5529423067685065]",4
249,"[0.46242232835207725, 0.5416226760730791, 0.6935862808000839, 0.4323741947411537, 0.35099595635230807, 0.4763285580776075, 0.5693286734198034, 0.6599972246795373]",4
250,"[0.47124796218336096, 0.5416226760730791, 0.5384904194717762, 0.6836332948925282, 0.3476271233562234, 0.4763285580776075, 0.43074215741807376, 0.6906268050718664]",4
251,"[0.4600811951104483, 0.5416226760730791, 0.5224801882327669, 0.6985929711653732, 0.7006198595442916, 0.4763285580776075, 0.43074215741807376, 0.3500812259856621]",4
252,"[0.4600811951104483, 0.7425488523860729, 0.4304000205418556, 0.38644072520520073, 0.47011998489294327, 0.5391789491214922, 0.4567490841882018, 0.7010537702901575]",3
253,"[0.3810472033588497, 0.7536340015822014, 0.4588876833458925, 0.5504934642487604, 0.6860101569866504, 0.4312558013176066, 0.4567490841882018, 0.47682638918531994]",3
254,"[0.45827889950977224, 0.4902339048222053, 0.45131848479921965, 0.6660584666549377, 0.5724365193021358, 0.378422699138859, 0.4444005592231062, 0.7371158445357301]",3
255,"[0.6855062632343611, 0.44394463337585616, 0.4586666406524369, 0.5468334466696677, 0.4528672580143168, 0.48483708953701815, 0.3791046984410611, 0.7371158445357301]",3
256,"[0.6851490183258873, 0.3781910651594575, 0.4843493241452425, 0.4253051845468907, 0.537109055954161, 0.48483708953701815, 0.4600134153441162, 0.7394783506543063]",3
257,"[0.6873485419404001, 0.49971013372497486, 0.42988472436888203, 0.5088448510557473, 0.3829807205474932, 0.4722545423418225, 0.4677154618123542, 0.7429504973184353]",3
258,"[0.4809454850326785, 0.6521230834191012, 0.42988472436888203, 0.5120095967719949, 0.7216546749745586, 0.4387246879395607, 0.4677154618123542, 0.46486644638296926]",3
259,"[0.42960333868871975, 0.48529431282765945, 0.48153603333035133, 0.6552188195049836, 0.4187609192312861, 0.7064483370730222, 0.45046068987202875, 0.5181145597732785]",3
260,"[0.4431869036104575, 0.7072173396102123, 0.48085209184112465, 0.5255587458048606, 0.3980687701506631, 0.48366697026658656, 0.46056574392810856, 0.6456611882926239]",3
261,"[0.39578075846095345, 0.6585095806218366, 0.4772641015573878, 0.5601413370409424, 0.5301846110044408, 0.4415660708071401, 0.46498404899214946, 0.637571764457591]",4
262,"[0.529556137795817, 0.47493546763641087, 0.4407661341049189, 0.42825185602640703, 0.46542809882978414, 0.6390453260755784, 0.4982090226380682, 0.710982223044912]",3
263,"[0.507048804564239, 0.437363672907235, 0.4800932384570615, 0.4305998880224417, 0.46542809882978414, 0.47518458473630526, 0.7365496463097907, 0.6528384781048098]",3
264,"[0.3994517516750315, 0.47160674116834256, 0.6725826717688046, 0.7190881871042242, 0.44462019136887326, 0.5648573587697174, 0.43485152067944616, 0.4634539179342963]",3
